node_id,type,x,y,x_m,y_m,region,degree,connected_nodes,is_door
R6_N95,junction,246,288,6.2,-6.1000000000000005,6,25,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N86, R6_N87, R6_N88, R6_N89, R6_N91, R6_N93, R6_N96, R6_N97",False
R6_N96,junction,245,289,6.15,-6.15,6,26,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N86, R6_N87, R6_N88, R6_N89, R6_N91, R6_N93, R6_N95, R6_N97",False
R6_N97,junction,246,290,6.2,-6.2,6,24,"R6_N75, R6_N76, R6_N84, R6_N85, R6_N86, R6_N87, R6_N88, R6_N89, R6_N91, R6_N93, R6_N95, R6_N96",False
R7_N70,junction,203,261,4.05,-4.75,7,18,"R7_N74, R7_N113, R7_N117",False
R7_N74,junction,203,264,4.05,-4.9,7,23,"R7_N70, R7_N113, R7_N117, R7_N118",False
R7_N98,junction,207,291,4.25,-6.25,7,21,"R7_N99, R7_N100, R7_N101, R7_N113, R7_N117, R7_N118",False
R7_N99,junction,216,291,4.7,-6.25,7,19,"R7_N98, R7_N100, R7_N101, R7_N113, R7_N117, R7_N118",False
R7_N100,junction,217,291,4.75,-6.25,7,16,"R7_N98, R7_N99, R7_N101, R7_N113, R7_N117, R7_N118",False
R7_N101,junction,217,292,4.75,-6.300000000000001,7,16,"R7_N98, R7_N99, R7_N100, R7_N113, R7_N117, R7_N118",False
R7_N113,junction,201,306,3.95,-7.0,7,30,"R7_N70, R7_N74, R7_N98, R7_N99, R7_N100, R7_N101, R7_N117, R7_N118",False
R7_N117,junction,200,307,3.9000000000000004,-7.050000000000001,7,26,"R7_N70, R7_N74, R7_N98, R7_N99, R7_N100, R7_N101, R7_N113, R7_N118",False
R7_N118,junction,202,307,4.0,-7.050000000000001,7,27,"R7_N74, R7_N98, R7_N99, R7_N100, R7_N101, R7_N113, R7_N117",False
R8_N90,junction,142,286,1.0,-6.0,8,32,"R8_N92, R8_N94, R8_N103, R8_N104, R8_N105, R8_N107, R8_N108, R8_N109, R8_N110, R8_N116, R8_N119",False
R8_N92,junction,141,287,0.9500000000000001,-6.050000000000001,8,27,"R8_N90, R8_N94, R8_N103, R8_N105, R8_N107, R8_N108, R8_N109, R8_N110, R8_N116, R8_N119",False
R8_N94,junction,142,288,1.0,-6.1000000000000005,8,29,"R8_N90, R8_N92, R8_N103, R8_N104, R8_N105, R8_N107, R8_N108, R8_N109, R8_N110, R8_N116, R8_N119",False
R8_N102,junction,170,295,2.4000000000000004,-6.45,8,17,"R8_N103, R8_N104, R8_N105, R8_N107, R8_N108, R8_N109, R8_N110, R8_N116, R8_N119",False
R8_N103,junction,143,296,1.05,-6.5,8,18,"R8_N90, R8_N92, R8_N94, R8_N102, R8_N104, R8_N105, R8_N107, R8_N108, R8_N109, R8_N110, R8_N116, R8_N119",False
R8_N104,junction,169,296,2.35,-6.5,8,17,"R8_N90, R8_N94, R8_N102, R8_N103, R8_N105, R8_N107, R8_N109, R8_N116, R8_N119",False
R8_N105,junction,170,297,2.4000000000000004,-6.550000000000001,8,15,"R8_N90, R8_N92, R8_N94, R8_N102, R8_N103, R8_N104, R8_N119",False
R8_N107,junction,141,300,0.9500000000000001,-6.7,8,18,"R8_N90, R8_N92, R8_N94, R8_N102, R8_N103, R8_N104, R8_N108, R8_N109, R8_N110, R8_N116, R8_N119",False
R8_N108,junction,141,303,0.9500000000000001,-6.8500000000000005,8,17,"R8_N90, R8_N92, R8_N94, R8_N102, R8_N103, R8_N107, R8_N109, R8_N110, R8_N116, R8_N119",False
R8_N109,junction,142,304,1.0,-6.9,8,18,"R8_N90, R8_N92, R8_N94, R8_N102, R8_N103, R8_N104, R8_N107, R8_N108, R8_N110, R8_N116, R8_N119",False
R8_N110,junction,141,305,0.9500000000000001,-6.95,8,17,"R8_N90, R8_N92, R8_N94, R8_N102, R8_N103, R8_N107, R8_N108, R8_N109, R8_N116, R8_N119",False
R8_N116,junction,139,307,0.8500000000000001,-7.050000000000001,8,18,"R8_N90, R8_N92, R8_N94, R8_N102, R8_N103, R8_N104, R8_N107, R8_N108, R8_N109, R8_N110, R8_N119",False
R8_N119,junction,144,308,1.1,-7.1000000000000005,8,22,"R8_N90, R8_N92, R8_N94, R8_N102, R8_N103, R8_N104, R8_N105, R8_N107, R8_N108, R8_N109, R8_N110, R8_N116",False
R9_N106,junction,246,297,6.2,-6.550000000000001,9,23,"R9_N111, R9_N112, R9_N114, R9_N115, R9_N120, R9_N121",False
R9_N111,junction,227,305,5.25,-6.95,9,24,"R9_N106, R9_N112, R9_N114, R9_N115, R9_N120, R9_N121",False
R9_N112,junction,238,305,5.800000000000001,-6.95,9,26,"R9_N106, R9_N111, R9_N114, R9_N115, R9_N120, R9_N121",False
R9_N114,junction,227,306,5.25,-7.0,9,24,"R9_N106, R9_N111, R9_N112, R9_N115, R9_N120, R9_N121",False
R9_N115,junction,228,306,5.300000000000001,-7.0,9,24,"R9_N106, R9_N111, R9_N112, R9_N114, R9_N120, R9_N121",False
R9_N120,junction,241,308,5.95,-7.1000000000000005,9,29,"R9_N106, R9_N111, R9_N112, R9_N114, R9_N115, R9_N121",False
R9_N121,junction,222,311,5.0,-7.25,9,24,"R9_N106, R9_N111, R9_N112, R9_N114, R9_N115, R9_N120",False
D0,door,202,186,4.0,-1.0,"Connects [2, 4]",2,"R2_N14, R4_N19",True
D2,door,222,212,5.0,-2.3000000000000003,"Connects [2, 5]",2,"R2_N34, R5_N36",True
D1,door,166,207,2.2,-2.0500000000000003,"Connects [3, 4]",2,"R3_N24, R4_N122",True
D3,door,203,261,4.05,-4.75,"Connects [4, 7]",2,"R4_N68, R7_N70",True
D5,door,153,288,1.55,-6.1000000000000005,"Connects [4, 8]",2,"R4_N79, R8_N94",True
D4,door,226,285,5.2,-5.95,"Connects [6, 7]",2,"R6_N84, R7_N100",True
D6,door,219,304,4.8500000000000005,-6.9,"Connects [7, 9]",2,"R7_N101, R9_N121",True
